business_name,industry,city,state_code,state_name,address,phone,has_website,website_url,website_confidence,lead_score,source,created_at,notes
Grand Greenville Diner,Restaurant,Greenville,TX,Texas,"9564 River Rd, Greenville, TX 12851",(409) 369-4725,False,,0.89,95,sweep_v25,2026-06-06T04:42:54.740876,Target for Elegant Food template demo
Lone Star Roofing & Construction of Little Elm,Roofing,Little Elm,TX,Texas,"6747 Cedar Ln, Little Elm, TX 53028",(817) 246-7549,True,,0.64,63,sweep_v25,2026-06-06T04:42:54.740918,Target for Modern Trade template demo
Summit Missouri City Steakhouse,Restaurant,Missouri City,TX,Texas,"1714 Church St, Missouri City, TX 92892",(214) 808-9793,True,,0.79,42,sweep_v25,2026-06-06T04:42:54.740964,Target for Elegant Food template demo
Rescue Roof & Gutter of Ogdensburg,Roofing,Ogdensburg,NY,New York,"5348 Sunset Blvd, Ogdensburg, NY 77184",(347) 577-5328,True,,0.64,54,sweep_v25,2026-06-06T04:42:54.741006,Target for Modern Trade template demo
Secure Construction & Roofing,Roofing,Rome,NY,New York,"1526 Lincoln Ave, Rome, NY 28464",(347) 454-1465,True,,0.83,48,sweep_v25,2026-06-06T04:42:54.741048,Target for Modern Trade template demo
Paradise Mount Vernon BBQ & Grill,Restaurant,Mount Vernon,NY,New York,"5017 State St, Mount Vernon, NY 17991",(516) 777-4301,False,,0.84,91,sweep_v25,2026-06-06T04:42:54.741090,Target for Elegant Food template demo
Seven Chino Valley Restaurant,Restaurant,Chino Valley,AZ,Arizona,"4898 Jackson Blvd, Chino Valley, AZ 85245",(623) 217-9657,False,,0.89,83,sweep_v25,2026-06-06T04:42:54.741133,Target for Elegant Food template demo
Absolute Exteriors of Middletown,Roofing,Middletown,NY,New York,"331 Madison Ave, Middletown, NY 81444",(716) 641-6604,False,,0.84,96,sweep_v25,2026-06-06T04:42:54.741176,Target for Modern Trade template demo
Salt Schenectady Sushi Bar,Restaurant,Schenectady,NY,New York,"4785 Lincoln Ave, Schenectady, NY 21489",(716) 462-6912,False,,0.75,88,sweep_v25,2026-06-06T04:42:54.741240,Target for Elegant Food template demo
National AC & Heating of Rochester,HVAC,Rochester,NY,New York,"7844 Park Ave, Rochester, NY 24726",(607) 393-3327,True,,0.67,54,sweep_v25,2026-06-06T04:42:54.741285,Target for Modern Trade template demo
Alpine Roofing Services,Roofing,Norwich,NY,New York,"9073 Spring St, Norwich, NY 32906",(917) 918-8550,False,,0.92,90,sweep_v25,2026-06-06T04:42:54.741328,Target for Modern Trade template demo
Express Newburgh Shingle & Siding,Roofing,Newburgh,NY,New York,"525 Franklin St, Newburgh, NY 40771",(716) 417-4510,False,,0.71,89,sweep_v25,2026-06-06T04:42:54.741370,Target for Modern Trade template demo
Vista Metal Roofing,Roofing,Scottsdale,AZ,Arizona,"9771 Innovation Blvd, Scottsdale, AZ 40834",(928) 396-9389,False,,0.79,90,sweep_v25,2026-06-06T04:42:54.741412,Target for Modern Trade template demo
Union Grille,Restaurant,Niagara Falls,NY,New York,"1125 Adams St, Niagara Falls, NY 84798",(917) 550-5976,True,,0.76,48,sweep_v25,2026-06-06T04:42:54.741456,Target for Elegant Food template demo
Patriot Heating & Cooling,HVAC,Brownsville,TX,Texas,"8394 Hill St, Brownsville, TX 27111",(682) 511-1312,False,,0.77,88,sweep_v25,2026-06-06T04:42:54.741498,Target for Modern Trade template demo
Five Star Roofing Contractors,Roofing,Watertown,NY,New York,"2757 Washington Blvd, Watertown, NY 88691",(917) 293-2737,True,,0.63,60,sweep_v25,2026-06-06T04:42:54.741540,Target for Modern Trade template demo
Port Bakery & Cafe,Restaurant,Prescott,AZ,Arizona,"8590 Lincoln Ave, Prescott, AZ 20940",(520) 629-3534,True,,0.74,38,sweep_v25,2026-06-06T04:42:54.741582,Target for Elegant Food template demo
Right HVAC Solutions,HVAC,Little Elm,TX,Texas,"9557 Enterprise Rd, Little Elm, TX 67172",(432) 419-4438,False,,0.79,86,sweep_v25,2026-06-06T04:42:54.741626,Target for Modern Trade template demo
Tough Roof & Gutter of Nogales,Roofing,Nogales,AZ,Arizona,"6251 Park Ave, Nogales, AZ 16128",(623) 760-7086,True,,0.78,53,sweep_v25,2026-06-06T04:42:54.741668,Target for Modern Trade template demo
Market Bistro & Bar,Restaurant,Salamanca,NY,New York,"776 Hill St, Salamanca, NY 13694",(718) 231-7349,False,,0.76,82,sweep_v25,2026-06-06T04:42:54.741710,Target for Elegant Food template demo
Central AC & Heating,HVAC,Euless,TX,Texas,"8508 Adams St, Euless, TX 21119",(806) 903-3397,False,,0.77,95,sweep_v25,2026-06-06T04:42:54.741751,Target for Modern Trade template demo
Town Carrollton Bakery & Cafe,Restaurant,Carrollton,TX,Texas,"1966 Adams St, Carrollton, TX 36598",(214) 604-5722,True,,0.83,40,sweep_v25,2026-06-06T04:42:54.741795,Target for Elegant Food template demo
West San Marcos Cafe & Grill,Restaurant,San Marcos,TX,Texas,"5226 Water St, San Marcos, TX 98999",(713) 338-4423,True,,0.78,52,sweep_v25,2026-06-06T04:42:54.741837,Target for Elegant Food template demo
Southwest Metal Roofing of Farmers Branch,Roofing,Farmers Branch,TX,Texas,"1855 Cedar Ln, Farmers Branch, TX 46257",(432) 780-6829,False,,0.75,95,sweep_v25,2026-06-06T04:42:54.741879,Target for Modern Trade template demo
Pinnacle Bedford Roofing Solutions,Roofing,Bedford,TX,Texas,"6292 Hill St, Bedford, TX 89103",(830) 791-7931,False,,0.88,92,sweep_v25,2026-06-06T04:42:54.741920,Target for Modern Trade template demo
First Harlingen BBQ & Grill,Restaurant,Harlingen,TX,Texas,"8827 Maple Dr, Harlingen, TX 98903",(254) 931-8768,True,,0.67,53,sweep_v25,2026-06-06T04:42:54.741965,Target for Elegant Food template demo
Town Pizzeria,Restaurant,Oswego,NY,New York,"2644 Broadway, Oswego, NY 14901",(646) 500-6023,True,,0.66,41,sweep_v25,2026-06-06T04:42:54.742007,Target for Elegant Food template demo
Desert Allen Climate Control,HVAC,Allen,TX,Texas,"1165 Sunset Blvd, Allen, TX 83075",(254) 963-4195,False,,0.73,85,sweep_v25,2026-06-06T04:42:54.742050,Target for Modern Trade template demo
Elite Grand Prairie Air Conditioning & Heating,HVAC,Grand Prairie,TX,Texas,"2988 Washington Blvd, Grand Prairie, TX 97001",(713) 658-3620,True,,0.79,56,sweep_v25,2026-06-06T04:42:54.742092,Target for Modern Trade template demo
Patriot Air Conditioning,HVAC,DeSoto,TX,Texas,"1540 2nd St, DeSoto, TX 81254",(713) 259-5580,True,,0.87,49,sweep_v25,2026-06-06T04:42:54.742133,Target for Modern Trade template demo
Home Air Systems of Mesquite,HVAC,Mesquite,TX,Texas,"1106 Water St, Mesquite, TX 50734",(903) 805-4153,False,,0.78,88,sweep_v25,2026-06-06T04:42:54.742174,Target for Modern Trade template demo
Western Paradise Valley Roofing Co.,Roofing,Paradise Valley,AZ,Arizona,"8796 Veterans Blvd, Paradise Valley, AZ 21727",(623) 568-3596,False,,0.82,97,sweep_v25,2026-06-06T04:42:54.742241,Target for Modern Trade template demo
El Georgetown Steakhouse,Restaurant,Georgetown,TX,Texas,"5691 State St, Georgetown, TX 45178",(254) 552-5325,True,,0.65,44,sweep_v25,2026-06-06T04:42:54.742289,Target for Elegant Food template demo
El Lancaster Eatery,Restaurant,Lancaster,TX,Texas,"5580 Madison Ave, Lancaster, TX 61293",(940) 749-3272,True,,0.72,54,sweep_v25,2026-06-06T04:42:54.742331,Target for Elegant Food template demo
Pacific Roofers of Sherman,Roofing,Sherman,TX,Texas,"3632 Highland Ave, Sherman, TX 51351",(469) 915-3075,True,,0.8,56,sweep_v25,2026-06-06T04:42:54.742374,Target for Modern Trade template demo
West Lewisville HVAC Solutions,HVAC,Lewisville,TX,Texas,"7301 Monroe Ave, Lewisville, TX 28303",(210) 870-8266,True,,0.73,47,sweep_v25,2026-06-06T04:42:54.742416,Target for Modern Trade template demo
Sun Hurst Italian Kitchen,Restaurant,Hurst,TX,Texas,"6122 Technology Dr, Hurst, TX 38868",(469) 720-1116,False,,0.73,91,sweep_v25,2026-06-06T04:42:54.742460,Target for Elegant Food template demo
Silver Comfort Systems of Midland,HVAC,Midland,TX,Texas,"2604 Lincoln Ave, Midland, TX 74695",(512) 742-4908,False,,0.94,88,sweep_v25,2026-06-06T04:42:54.742503,Target for Modern Trade template demo
King Roof Specialists of Florence,Roofing,Florence,AZ,Arizona,"5710 Veterans Blvd, Florence, AZ 61488",(928) 501-3935,False,,0.85,100,sweep_v25,2026-06-06T04:42:54.742545,Target for Modern Trade template demo
Top Utica Eatery,Restaurant,Utica,NY,New York,"2983 Main St, Utica, NY 93022",(718) 709-2089,True,,0.75,42,sweep_v25,2026-06-06T04:42:54.742587,Target for Elegant Food template demo
Triple Plattsburgh Diner,Restaurant,Plattsburgh,NY,New York,"2221 Elm St, Plattsburgh, NY 75861",(347) 257-1502,True,,0.67,39,sweep_v25,2026-06-06T04:42:54.742631,Target for Elegant Food template demo
Silver Casa Grande BBQ & Grill,Restaurant,Casa Grande,AZ,Arizona,"9787 Washington Blvd, Casa Grande, AZ 59684",(602) 897-1175,False,,0.95,93,sweep_v25,2026-06-06T04:42:54.742674,Target for Elegant Food template demo
Iron New Rochelle Heating & Air,HVAC,New Rochelle,NY,New York,"3858 School St, New Rochelle, NY 70478",(845) 652-5948,True,,0.81,50,sweep_v25,2026-06-06T04:42:54.742716,Target for Modern Trade template demo
Golden Bistro & Bar,Restaurant,Page,AZ,Arizona,"7827 Spring St, Page, AZ 84541",(520) 441-2968,True,,0.62,45,sweep_v25,2026-06-06T04:42:54.742794,Target for Elegant Food template demo
Castle Amsterdam Roofing & Construction,Roofing,Amsterdam,NY,New York,"6669 Hill St, Amsterdam, NY 95095",(631) 308-3894,False,,0.82,96,sweep_v25,2026-06-06T04:42:54.742839,Target for Modern Trade template demo
Theo's League City Deli & Market,Restaurant,League City,TX,Texas,"1842 Washington Blvd, League City, TX 67565",(469) 236-9576,True,,0.83,50,sweep_v25,2026-06-06T04:42:54.742882,Target for Elegant Food template demo
Empire Mechanical,HVAC,Scottsdale,AZ,Arizona,"4278 Technology Dr, Scottsdale, AZ 66052",(928) 329-8792,False,,0.87,97,sweep_v25,2026-06-06T04:42:54.742928,Target for Modern Trade template demo
Signature Huntsville Home Improvements,Roofing,Huntsville,TX,Texas,"9590 Sunset Blvd, Huntsville, TX 57016",(409) 630-1550,False,,0.89,91,sweep_v25,2026-06-06T04:42:54.742972,Target for Modern Trade template demo
Southwest Kitchen,Restaurant,Conroe,TX,Texas,"4619 Cedar Ln, Conroe, TX 98931",(409) 251-1765,True,,0.73,40,sweep_v25,2026-06-06T04:42:54.743014,Target for Elegant Food template demo
Lifetime Show Low Shingle & Siding,Roofing,Show Low,AZ,Arizona,"2696 Veterans Blvd, Show Low, AZ 43168",(520) 932-5124,True,,0.64,58,sweep_v25,2026-06-06T04:42:54.743057,Target for Modern Trade template demo
First Metal Roofing of Rochester,Roofing,Rochester,NY,New York,"1725 Business Park Dr, Rochester, NY 87197",(914) 247-8289,True,,0.74,53,sweep_v25,2026-06-06T04:42:54.743100,Target for Modern Trade template demo
Climate Stephenville Heating & Air,HVAC,Stephenville,TX,Texas,"7229 Jefferson Dr, Stephenville, TX 78211",(469) 248-8941,False,,0.9,89,sweep_v25,2026-06-06T04:42:54.743142,Target for Modern Trade template demo
Market Corning Taqueria,Restaurant,Corning,NY,New York,"7448 Hill St, Corning, NY 92281",(518) 901-5752,False,,0.74,87,sweep_v25,2026-06-06T04:42:54.743184,Target for Elegant Food template demo
Green Burleson Steakhouse,Restaurant,Burleson,TX,Texas,"6786 State St, Burleson, TX 27563",(830) 697-7795,False,,0.72,91,sweep_v25,2026-06-06T04:42:54.743250,Target for Elegant Food template demo
Reliable Shingle & Siding of Arlington,Roofing,Arlington,TX,Texas,"1547 Enterprise Rd, Arlington, TX 59513",(979) 818-3312,False,,0.88,98,sweep_v25,2026-06-06T04:42:54.743295,Target for Modern Trade template demo
Western Roofing Contractors of Lubbock,Roofing,Lubbock,TX,Texas,"4649 Sunset Blvd, Lubbock, TX 69443",(806) 943-5471,True,,0.69,61,sweep_v25,2026-06-06T04:42:54.743338,Target for Modern Trade template demo
Golden Grapevine Italian Kitchen,Restaurant,Grapevine,TX,Texas,"3930 Franklin St, Grapevine, TX 68945",(325) 843-3889,True,,0.66,43,sweep_v25,2026-06-06T04:42:54.743380,Target for Elegant Food template demo
Elite Diner,Restaurant,New Braunfels,TX,Texas,"2924 Water St, New Braunfels, TX 93401",(325) 694-8277,True,,0.77,42,sweep_v25,2026-06-06T04:42:54.743425,Target for Elegant Food template demo
Climate Service Experts of Buckeye,HVAC,Buckeye,AZ,Arizona,"8541 State St, Buckeye, AZ 80475",(480) 217-2244,False,,0.81,87,sweep_v25,2026-06-06T04:42:54.743466,Target for Modern Trade template demo
Pro Roofing Services of Rye,Roofing,Rye,NY,New York,"1055 3rd St, Rye, NY 42498",(516) 559-5909,True,,0.62,60,sweep_v25,2026-06-06T04:42:54.743509,Target for Modern Trade template demo
Copper Haltom City Steakhouse,Restaurant,Haltom City,TX,Texas,"9065 Enterprise Rd, Haltom City, TX 91447",(737) 888-8636,False,,0.79,80,sweep_v25,2026-06-06T04:42:54.743550,Target for Elegant Food template demo
Harbor Pizzeria,Restaurant,Sugar Land,TX,Texas,"1530 Spring St, Sugar Land, TX 14826",(361) 610-5949,True,,0.82,55,sweep_v25,2026-06-06T04:42:54.743592,Target for Elegant Food template demo
American Newburgh Heating & Air,HVAC,Newburgh,NY,New York,"3100 Franklin St, Newburgh, NY 32532",(347) 671-1611,True,,0.61,53,sweep_v25,2026-06-06T04:42:54.743633,Target for Modern Trade template demo
Five Star AC & Heating of San Luis,HVAC,San Luis,AZ,Arizona,"3293 Center St, San Luis, AZ 20350",(928) 358-6278,False,,0.76,86,sweep_v25,2026-06-06T04:42:54.743675,Target for Modern Trade template demo
Payless Air & Heating,HVAC,Salamanca,NY,New York,"5452 Spring St, Salamanca, NY 99580",(347) 706-1486,True,,0.66,53,sweep_v25,2026-06-06T04:42:54.743717,Target for Modern Trade template demo
Desert Heating & Air,HVAC,Paradise Valley,AZ,Arizona,"2216 Main St, Paradise Valley, AZ 33621",(520) 858-7530,False,,0.86,98,sweep_v25,2026-06-06T04:42:54.743761,Target for Modern Trade template demo
Desert Yuma Roof & Gutter,Roofing,Yuma,AZ,Arizona,"4567 Jackson Blvd, Yuma, AZ 87434",(623) 447-1339,False,,0.86,100,sweep_v25,2026-06-06T04:42:54.743803,Target for Modern Trade template demo
One Syracuse BBQ & Grill,Restaurant,Syracuse,NY,New York,"2378 Park Ave, Syracuse, NY 89044",(585) 690-6571,False,,0.94,88,sweep_v25,2026-06-06T04:42:54.743846,Target for Elegant Food template demo
Sun Austin Cafe & Grill,Restaurant,Austin,TX,Texas,"3147 2nd St, Austin, TX 34418",(325) 961-3423,False,,0.7,86,sweep_v25,2026-06-06T04:42:54.743888,Target for Elegant Food template demo
Traditions Elmira Bistro & Bar,Restaurant,Elmira,NY,New York,"6868 Technology Dr, Elmira, NY 76377",(607) 894-5305,True,,0.69,44,sweep_v25,2026-06-06T04:42:54.743934,Target for Elegant Food template demo
Texas Roofing Company of Tolleson,Roofing,Tolleson,AZ,Arizona,"9397 3rd St, Tolleson, AZ 20986",(623) 321-1206,True,,0.77,60,sweep_v25,2026-06-06T04:42:54.743976,Target for Modern Trade template demo
Olive Pizzeria,Restaurant,Avondale,AZ,Arizona,"1098 Washington Blvd, Avondale, AZ 75100",(480) 507-2906,True,,0.66,51,sweep_v25,2026-06-06T04:42:54.744017,Target for Elegant Food template demo
Southwest Corpus Christi Taqueria,Restaurant,Corpus Christi,TX,Texas,"7573 Madison Ave, Corpus Christi, TX 84508",(726) 720-1710,True,,0.84,51,sweep_v25,2026-06-06T04:42:54.744059,Target for Elegant Food template demo
Metal Roofing of Fort Worth,Roofing,Fort Worth,TX,Texas,"8095 Market St, Fort Worth, TX 80435",(432) 966-9739,True,,0.84,60,sweep_v25,2026-06-06T04:42:54.744100,Target for Modern Trade template demo
All-Pro Air & Heating,HVAC,Fulton,NY,New York,"6254 Center St, Fulton, NY 32605",(607) 257-7977,False,,0.77,89,sweep_v25,2026-06-06T04:42:54.744143,Target for Modern Trade template demo
Port Pizza & Pasta,Restaurant,Pharr,TX,Texas,"1629 Market St, Pharr, TX 66505",(432) 853-1873,False,,0.82,82,sweep_v25,2026-06-06T04:42:54.744184,Target for Elegant Food template demo
Sunrise Mechanical of Ithaca,HVAC,Ithaca,NY,New York,"8187 Sunset Blvd, Ithaca, NY 62195",(585) 559-4501,False,,0.72,96,sweep_v25,2026-06-06T04:42:54.744250,Target for Modern Trade template demo
Union Newburgh Bistro & Bar,Restaurant,Newburgh,NY,New York,"490 Hamilton Ave, Newburgh, NY 99228",(585) 886-4131,False,,0.85,84,sweep_v25,2026-06-06T04:42:54.744296,Target for Elegant Food template demo
Total HVAC Services of San Marcos,HVAC,San Marcos,TX,Texas,"7799 River Rd, San Marcos, TX 96858",(254) 798-2925,True,,0.6,58,sweep_v25,2026-06-06T04:42:54.744339,Target for Modern Trade template demo
Arrow Hudson Heating & Cooling,HVAC,Hudson,NY,New York,"161 Adams St, Hudson, NY 10715",(607) 263-6035,False,,0.89,97,sweep_v25,2026-06-06T04:42:54.744383,Target for Modern Trade template demo
Weather Brownsville Roofing Solutions,Roofing,Brownsville,TX,Texas,"2615 Jefferson Dr, Brownsville, TX 26310",(817) 988-9746,True,,0.63,65,sweep_v25,2026-06-06T04:42:54.744425,Target for Modern Trade template demo
Integrity Richardson Comfort Systems,HVAC,Richardson,TX,Texas,"7453 Monroe Ave, Richardson, TX 51026",(936) 422-2937,True,,0.85,56,sweep_v25,2026-06-06T04:42:54.744466,Target for Modern Trade template demo
Atlas Heating & Cooling,HVAC,Sherman,TX,Texas,"9191 2nd St, Sherman, TX 50708",(281) 610-4911,True,,0.78,52,sweep_v25,2026-06-06T04:42:54.744508,Target for Modern Trade template demo
Main Brownsville Restaurant,Restaurant,Brownsville,TX,Texas,"7927 Center St, Brownsville, TX 60484",(940) 714-3048,False,,0.77,91,sweep_v25,2026-06-06T04:42:54.744550,Target for Elegant Food template demo
Master Roof & Gutter of Harlingen,Roofing,Harlingen,TX,Texas,"2546 Hamilton Ave, Harlingen, TX 22449",(737) 621-7034,True,,0.78,65,sweep_v25,2026-06-06T04:42:54.744592,Target for Modern Trade template demo
Olive Socorro Grille,Restaurant,Socorro,TX,Texas,"9742 State St, Socorro, TX 32846",(682) 952-8502,True,,0.77,50,sweep_v25,2026-06-06T04:42:54.744633,Target for Elegant Food template demo
Right Air Conditioning & Heating of Waco,HVAC,Waco,TX,Texas,"6469 2nd St, Waco, TX 41872",(281) 379-6668,False,,0.71,90,sweep_v25,2026-06-06T04:42:54.744675,Target for Modern Trade template demo
Norton HVAC,HVAC,Frisco,TX,Texas,"8479 Valley Blvd, Frisco, TX 57353",(409) 656-6302,True,,0.78,55,sweep_v25,2026-06-06T04:42:54.744717,Target for Modern Trade template demo
El Glens Falls Mexican Grill,Restaurant,Glens Falls,NY,New York,"3024 2nd St, Glens Falls, NY 51048",(929) 918-1407,True,,0.73,50,sweep_v25,2026-06-06T04:42:54.744759,Target for Elegant Food template demo
Tough Roof Specialists of DeSoto,Roofing,DeSoto,TX,Texas,"9880 Business Park Dr, DeSoto, TX 37084",(361) 290-6899,True,,0.76,57,sweep_v25,2026-06-06T04:42:54.744801,Target for Modern Trade template demo
State Apache Junction Diner,Restaurant,Apache Junction,AZ,Arizona,"7078 Adams St, Apache Junction, AZ 77986",(928) 628-2826,False,,0.81,80,sweep_v25,2026-06-06T04:42:54.744843,Target for Elegant Food template demo
Crown AC & Heating,HVAC,Glendale,AZ,Arizona,"5534 Industrial Blvd, Glendale, AZ 39943",(480) 564-4800,False,,0.74,97,sweep_v25,2026-06-06T04:42:54.744885,Target for Modern Trade template demo
Ridge Nacogdoches Roofing Contractors,Roofing,Nacogdoches,TX,Texas,"6374 Water St, Nacogdoches, TX 10146",(936) 773-1767,False,,0.86,100,sweep_v25,2026-06-06T04:42:54.744929,Target for Modern Trade template demo
White Air Systems of Tempe,HVAC,Tempe,AZ,Arizona,"1569 Veterans Blvd, Tempe, AZ 72398",(928) 942-9376,True,,0.68,52,sweep_v25,2026-06-06T04:42:54.744971,Target for Modern Trade template demo
Triple Plano Restaurant,Restaurant,Plano,TX,Texas,"7763 Main St, Plano, TX 10630",(432) 661-5140,False,,0.84,90,sweep_v25,2026-06-06T04:42:54.745015,Target for Elegant Food template demo
United Service Experts of Douglas,HVAC,Douglas,AZ,Arizona,"4828 Highland Ave, Douglas, AZ 54378",(520) 338-8020,False,,0.93,95,sweep_v25,2026-06-06T04:42:54.745057,Target for Modern Trade template demo
Vista Abilene Roofing Company,Roofing,Abilene,TX,Texas,"923 Hamilton Ave, Abilene, TX 54046",(726) 462-9269,False,,0.73,91,sweep_v25,2026-06-06T04:42:54.745098,Target for Modern Trade template demo
